Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
143 1950408 1806772 1096 0 0 1992552 108280 6% 1.84 0.56 3.22 0.12 94.25 4131223 3134 0 4122910 3107 0 28/09/22 21:27:45
144 1945768 1807224 1096 0 0 1992552 108280 6% 1.85 0.56 3.22 0.12 94.24 4175439 3168 0 4316395 3245 0 28/09/22 21:27:47
145 1974280 1731848 1096 0 0 1992552 108280 6% 1.85 0.57 3.22 0.12 94.24 3397649 2365 0 3128286 2187 0 28/09/22 21:27:48
146 1975024 1727104 1096 0 0 1992552 108280 6% 1.85 0.57 3.22 0.12 94.23 4144050 2973 0 4228465 3034 0 28/09/22 21:27:49
147 1974800 1722960 1096 0 0 1992552 108280 6% 1.85 0.57 3.23 0.12 94.23 4031389 3052 0 4090147 3066 0 28/09/22 21:27:50
148 1974520 1718692 1096 0 0 1992552 108280 6% 1.86 0.57 3.23 0.12 94.22 2547685 1904 0 2648645 1962 0 28/09/22 21:27:51
149 1976232 1714052 1096 0 0 1992552 108280 6% 1.86 0.57 3.23 0.12 94.22 5089674 3588 0 5101981 3607 0 28/09/22 21:27:52
150 1977456 1707840 1096 0 0 1992552 108280 6% 1.86 0.57 3.23 0.12 94.21 3992983 3020 0 4346372 3254 0 28/09/22 21:27:53
151 1974748 1689184 1096 0 0 1992552 108280 6% 1.86 0.57 3.24 0.12 94.20 3796690 2898 0 3786800 2885 0 28/09/22 21:27:54
152 1972788 1687268 1096 0 0 1992552 108280 6% 1.87 0.57 3.24 0.12 94.20 3496497 2672 0 3535094 2686 0 28/09/22 21:27:56
153 1969660 1686688 1096 0 0 1992552 108280 6% 1.87 0.57 3.24 0.12 94.19 3856366 2948 0 3984718 3028 0 28/09/22 21:27:57
154 1976788 1666888 1096 0 0 1992552 108280 6% 1.87 0.57 3.25 0.12 94.18 3453386 2492 0 3594252 2584 0 28/09/22 21:27:58
155 1976024 1664016 1096 0 0 1992552 108280 6% 1.87 0.57 3.25 0.12 94.18 3796506 2880 0 3766813 2859 0 28/09/22 21:27:59
156 1973552 1662700 1096 0 0 1992552 108280 6% 1.88 0.57 3.25 0.12 94.17 4490179 3386 0 4527244 3401 0 28/09/22 21:28:00
157 1976652 1628884 1096 0 0 1992552 108280 6% 1.88 0.57 3.26 0.12 94.16 2839499 2158 0 2864986 2169 0 28/09/22 21:28:01
158 1975304 1627524 1096 0 0 1992552 108280 6% 1.88 0.57 3.26 0.12 94.16 5066136 3743 0 5258292 3847 0 28/09/22 21:28:02
159 1970700 1626972 1096 0 0 1992552 108280 6% 1.89 0.58 3.26 0.12 94.15 4220339 3202 0 4214408 3176 0 28/09/22 21:28:03
160 1976332 1607660 1096 0 0 1992552 108280 6% 1.89 0.58 3.26 0.12 94.14 4073933 3108 0 4071762 3083 0 28/09/22 21:28:05
161 1972828 1607032 1096 0 0 1992552 108280 6% 1.89 0.58 3.27 0.12 94.13 4006660 3038 0 4034770 3042 0 28/09/22 21:28:06
162 1969240 1606480 1096 0 0 1992552 108280 6% 1.90 0.58 3.27 0.12 94.13 3642217 2577 0 2570227 1886 0 28/09/22 21:28:07
163 1974904 1596904 1096 0 0 1992552 108280 6% 1.90 0.58 3.27 0.12 94.12 3730354 2700 0 3729318 2691 0 28/09/22 21:28:08
164 1979992 1587060 1096 0 0 1992552 108280 6% 1.90 0.58 3.27 0.12 94.12 4295294 3120 0 4319959 3121 0 28/09/22 21:28:09
165 1980360 1582272 1096 0 0 1992552 108280 6% 1.90 0.58 3.28 0.12 94.11 3411707 2548 0 3386930 2520 0 28/09/22 21:28:10
166 1978740 1580304 1096 0 0 1992552 108280 6% 1.90 0.58 3.28 0.12 94.10 3897041 2922 0 3754544 2819 0 28/09/22 21:28:11
167 1982008 1548496 1096 0 0 1992552 108280 6% 1.91 0.58 3.29 0.12 94.10 3634032 2539 0 3662135 2568 0 28/09/22 21:28:12
168 1982464 1544164 1096 0 0 1992552 108280 6% 1.91 0.58 3.29 0.12 94.09 4150897 3165 0 4183572 3162 0 28/09/22 21:28:13
169 1984844 1528640 1096 0 0 1992552 108280 6% 1.91 0.58 3.29 0.13 94.09 4248710 3239 0 4636088 3470 0 28/09/22 21:28:15
170 1980352 1519916 1096 0 0 1992552 108280 6% 1.91 0.58 3.29 0.13 94.08 3449111 2624 0 3519379 2630 0 28/09/22 21:28:16
171 1976940 1519340 1096 0 0 1992552 108280 6% 1.92 0.59 3.30 0.13 94.07 4243634 3053 0 4255498 3056 0 28/09/22 21:28:17
172 1982192 1509692 1096 0 0 1992552 108280 6% 1.92 0.59 3.30 0.13 94.07 3102904 2415 0 3134641 2431 0 28/09/22 21:28:18
173 1983680 1504952 1096 0 0 1992552 108280 6% 1.92 0.59 3.30 0.13 94.06 3651475 2649 0 3711906 2689 0 28/09/22 21:28:19
174 1982924 1501968 1096 0 0 1992552 108280 6% 1.92 0.59 3.31 0.13 94.05 2157048 1702 0 2394566 1848 0 28/09/22 21:28:20
175 1982200 1500200 1096 0 0 1992552 108280 6% 1.93 0.59 3.31 0.13 94.05 5362147 3937 0 5539004 4029 0 28/09/22 21:28:21
176 1982128 1494720 1096 0 0 1992552 108280 6% 1.93 0.59 3.31 0.13 94.04 3997697 3049 0 4357047 3273 0 28/09/22 21:28:22
177 1984616 1444720 1096 0 0 1992552 108280 6% 1.93 0.59 3.31 0.13 94.03 3893844 2819 0 3861346 2804 0 28/09/22 21:28:24
