Cont MenUsed MenFree MenShared SwapUsed SwapFree DiskBlockKB DiskUsed DiskUsedPerc CpuUsr CpuSys CpuIOWait CpuSoft CpuIdle NetBytesReceived NetPackagesReceived NetErrsReceived NetBytesTransmitid NetPackagesTransmitid NetErrsTransmitid Data Hora
139 1366320 2268264 1088 0 0 1992552 108280 6% 3.85 2.36 15.48 0.22 78.08 3699994 2573 0 65286 221 0 05/10/22 22:59:53
140 1374752 2256120 1088 0 0 1992552 108280 6% 3.86 2.36 15.49 0.22 78.06 4276227 2877 0 27686 127 0 05/10/22 22:59:54
141 1400128 2226156 1088 0 0 1992552 108280 6% 3.86 2.37 15.50 0.22 78.06 4261934 2908 0 47514 193 0 05/10/22 22:59:55
142 1399988 2221888 1088 0 0 1992552 108280 6% 3.86 2.37 15.50 0.22 78.05 4222710 2937 0 76108 250 0 05/10/22 22:59:56
143 1429044 2161596 1088 0 0 1992552 108280 6% 3.87 2.37 15.51 0.22 78.03 4036584 2812 0 73070 247 0 05/10/22 22:59:57
144 1428428 2157888 1088 0 0 1992552 108280 6% 3.87 2.38 15.52 0.22 78.01 3295766 2299 0 62540 203 0 05/10/22 22:59:58
145 1429232 2153832 1088 0 0 1992552 108280 6% 3.87 2.38 15.53 0.22 77.99 3547052 2400 0 32012 129 0 05/10/22 23:00:00
146 1440724 2128976 1088 0 0 1992552 108280 6% 3.88 2.38 15.53 0.22 77.99 4954675 3406 0 64532 253 0 05/10/22 23:00:01
147 1478572 2076920 1088 0 0 1992552 108280 6% 3.88 2.38 15.54 0.22 77.97 3646018 2476 0 35672 150 0 05/10/22 23:00:02
148 1481088 2070572 1088 0 0 1992552 108280 6% 3.89 2.38 15.54 0.22 77.96 4101882 2839 0 64284 229 0 05/10/22 23:00:03
149 1481800 2065564 1088 0 0 1992552 108280 6% 3.89 2.38 15.56 0.22 77.95 4004778 2791 0 71364 255 0 05/10/22 23:00:04
150 1479256 2063880 1088 0 0 1992552 108280 6% 3.89 2.39 15.57 0.22 77.93 3637008 2496 0 47762 169 0 05/10/22 23:00:05
151 1487360 2051744 1088 0 0 1992552 108280 6% 3.90 2.39 15.58 0.22 77.91 3745231 2582 0 54425 196 0 05/10/22 23:00:06
152 1519196 2015676 1088 0 0 1992552 108280 6% 3.90 2.39 15.59 0.22 77.90 3820714 2642 0 59391 199 0 05/10/22 23:00:07
153 1518632 1971032 1088 0 0 1992552 108280 6% 3.91 2.40 15.59 0.22 77.88 3203266 2213 0 53505 173 0 05/10/22 23:00:08
154 1519884 1964092 1088 0 0 1992552 108280 6% 3.91 2.40 15.61 0.22 77.86 3839900 2640 0 59137 211 0 05/10/22 23:00:09
155 1527256 1944436 1088 0 0 1992552 108280 6% 3.92 2.40 15.61 0.22 77.84 3951451 2736 0 63002 225 0 05/10/22 23:00:10
156 1538284 2138644 1088 0 0 1992552 108280 6% 3.92 2.40 15.63 0.22 77.83 4145576 2888 0 76639 249 0 05/10/22 23:00:12
157 1540524 2132244 1088 0 0 1992552 108280 6% 3.93 2.41 15.63 0.22 77.81 3914759 2666 0 43552 160 0 05/10/22 23:00:13
158 1554464 2083960 1088 0 0 1992552 108280 6% 3.93 2.41 15.64 0.22 77.80 3664849 2532 0 57356 194 0 05/10/22 23:00:14
159 1553788 2080836 1088 0 0 1992552 108280 6% 3.93 2.41 15.65 0.22 77.78 4054094 2819 0 72528 236 0 05/10/22 23:00:15
160 1554412 2076024 1088 0 0 1992552 108280 6% 3.94 2.41 15.66 0.22 77.76 3444119 2333 0 32674 138 0 05/10/22 23:00:16
161 1555324 2071764 1088 0 0 1992552 108280 6% 3.94 2.41 15.67 0.22 77.75 4373988 2964 0 36984 152 0 05/10/22 23:00:17
162 1562980 2059580 1088 0 0 1992552 108280 6% 3.94 2.42 15.67 0.22 77.74 3548743 2449 0 56266 189 0 05/10/22 23:00:18
163 1594888 2023504 1088 0 0 1992552 108280 6% 3.95 2.42 15.68 0.22 77.73 3582804 2488 0 64985 208 0 05/10/22 23:00:19
164 1594692 2020088 1088 0 0 1992552 108280 6% 3.95 2.42 15.69 0.22 77.71 4348950 2993 0 56742 216 0 05/10/22 23:00:20
165 1598296 2012236 1088 0 0 1992552 108280 6% 3.95 2.42 15.70 0.22 77.70 3531484 2418 0 43259 169 0 05/10/22 23:00:21
166 1607320 1999652 1088 0 0 1992552 108280 6% 3.96 2.42 15.71 0.22 77.69 3918662 2710 0 62995 205 0 05/10/22 23:00:23
167 1619892 1983224 1088 0 0 1992552 108280 6% 3.96 2.43 15.72 0.22 77.67 3238250 2278 0 68908 222 0 05/10/22 23:00:24
